sentence,sentiment,impact,sentiments,impacts,batch,film_title
"The problem is that you think it's going to be about how a monster tornado forms, and it really isn't. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",1,SuperTornado: Anatomy of a Megadisaster
I should have turned on the subtitles and mute and just read it. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
This voice and Eric Todd Delums (How the Universe Works) are my favorite space narrators. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic']",1,Seeing the Beginning of Time
Interesting! ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Interest with Science Topic']",1,SuperTornado: Anatomy of a Megadisaster
"This nicely-done 2019 doc lays out all the ways the Earth might not have even happened, and how it narrowly avoided becoming a waterless desert planet like Mars or a greenhouse gas-driven hellhole like Venus, and how our atmosphere became oxygenated by bacteria employing photosynthesis. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Engagement with Film'],1,Birth of Planet Earth
I thought it would be corny. ,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],1,SuperTornado: Anatomy of a Megadisaster
didn't finish watching it what I saw was pretty good tho ,Positive,Engagement with Film,['Positive' 'Positive' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
 It is a remarkable thing that I have discovered and I have to say I'm worried that eventually I'll run out. ,Positive,TBD,['Positive' 'Positive' 'Positive'],['Impersonal Report' 'Engagement with Film' 'Interest with Science Topic'],1,The Jupiter Enigma
"THIS SHOW ASSUMED ONE THING AFTER ANOTHER LIKE IT WAS FACTUAL, TO DO THIS IS NOT SCIENCE, TERRIBLE SHOW. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma
Presented a  very clear understanding of the journey of a tornado from conception to its death. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,SuperTornado: Anatomy of a Megadisaster
" Extraordinary!!"" ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Seeing the Beginning of Time
Sad the destruction and devastation causes by these super tornados. ,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Shift in Knowledge' 'Not applicable' 'Not applicable'],1,SuperTornado: Anatomy of a Megadisaster
"If you want to see an astronomy/cosmology documentary that's truly spectacular, watch Everything and Nothing hosted by Jim Al-Khalili (also from xive tv). ",Positive,TBD,['Positive' 'Negative' 'Positive'],['Impersonal Report' 'Not applicable' 'Interest with Science Topic'],1,Seeing the Beginning of Time
Seriously. ,Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],1,SuperTornado: Anatomy of a Megadisaster
" Very interestin, beautiful pictures, an excellent recreations. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,The Jupiter Enigma
No proof is provide...all guess work. ,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma
 The science was described in a fairly comprehensible-to-a-novice form... which limits the complexity. ,Negative,Engagement with Film,['Positive' 'Negative' 'Neutral'],['Engagement with Film' 'Shift in Knowledge' 'Impersonal Report'],1,Seeing the Beginning of Time
" Dick Rodstein has been around the block many times, and his voice is mesmerizing. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
Coming in at 38 minutes makes this one of the shortest documentaries that IMAX has released on 3D BD. ,Neutral,Impersonal Report,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Impersonal Report' 'Impersonal Report'],1,Space Junk
Brings the dark matter / dark energy concepts together very well. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],1,Seeing the Beginning of Time
We went through that tornado and it was a nightmare ,Negative,Interest with Science Topic,['Negative' 'Neutral' 'Positive'],"['Impersonal Report' 'Interest with Science Topic'
 'Interest with Science Topic']",1,SuperTornado: Anatomy of a Megadisaster
How many died or were injured because they blew off potentially life saving information? ,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Impersonal Report' 'Not applicable' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
It a real movie about real tornadoes. ,Neutral,Impersonal Report,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Impersonal Report' 'Impersonal Report'],1,SuperTornado: Anatomy of a Megadisaster
I highly recommend viewing this movie you will probably learn something new and different every time you watch. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,SuperTornado: Anatomy of a Megadisaster
"This is either defective or blank; and ""not eligible for refund or replacement"" ",Negative,Not applicable,['Negative' 'Neutral' 'Negative'],['Impersonal Report' 'Not applicable' 'Not applicable'],1,Solar Superstorms: Journey to the Center of the Sun
" Granted, to the viewer who is interested in factual data then this is right for you, and needless to say the theme is alarming, but I am not a child who enjoys Disney cartoons as I outgrew them over 50 years ago. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Space Junk
Good special. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Solar Superstorms: Journey to the Center of the Sun
This video needs a laugh track. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],1,Seeing the Beginning of Time
…with the continuing expansion in humankind’s knowledge of the universe. ,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Interest with Science Topic' 'Not applicable' 'Impersonal Report'],1,The Jupiter Enigma
"Unfortunately, having paid extra for 3D, I expected some ""pop."" ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Space Junk
"If you need to fall asleep watch it, then by all means watch it. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Birth of Planet Earth
"If you are buying this for a 3D experience in space, you are likely to be disappointed. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Space Junk
Overall it was worth watchinh ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
 Interesting watch. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",1,SuperTornado: Anatomy of a Megadisaster
I'll watch it again to actually pay attention to the narration this time. ,Neutral,Engagement with Film,['Neutral' 'Neutral' 'Positive'],['Impersonal Report' 'Not applicable' 'Engagement with Film'],1,Seeing the Beginning of Time
There are times when he can barely be heard over the music. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Birth of Planet Earth
Utter destruction in Oklahoma City all the way to Tulsa and beyond ,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Shift in Knowledge' 'Impersonal Report' 'Interest with Science Topic'],1,SuperTornado: Anatomy of a Megadisaster
" I'd love to hear the reaction were he to use that voice when asking his spouse ""What's for dinner honey? ",Negative,Engagement with Film,['Negative' 'Negative' 'Neutral'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],1,The Jupiter Enigma
"I wish I didn't have to submit this type of review, but Earth Being's needed to know what they were getting into. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Space Junk
 Neither enough explanation of how the sun ''works' or predictions about expected future eruptions other than 'they'll happen'. ,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,Solar Superstorms: Journey to the Center of the Sun
 LOL Good stuff. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Solar Superstorms: Journey to the Center of the Sun
"Everyone keeps making poor decisions and the crew is whittled down by ""scientists you wouldn't want to bag your groceries. ",Negative,Engagement with Film,['Negative' 'Neutral' 'Negative'],['Engagement with Film' 'Not applicable' 'Impersonal Report'],1,The Jupiter Enigma
"Thanks Amazon for making this available, but also for making it not only findable, but appearing as a suggestion. ",Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],1,Seeing the Beginning of Time
"Good information if this were on the shelf in a high school science department, but it doesn't provide much entertainment value. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
 It detracted a bit from the experience. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Seeing the Beginning of Time
"It merely takes the tragedy at Joplin, MO as a backdrop for opening the discussion of how tornados form. ",Neutral,Impersonal Report,['Neutral' 'Neutral' 'Negative'],['Impersonal Report' 'Impersonal Report' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster
In 1859 there was a big disturbance. ,Neutral,Impersonal Report,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Impersonal Report'],1,Solar Superstorms: Journey to the Center of the Sun
The background music was well composed and subtle. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,The Jupiter Enigma
Very well done. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Seeing the Beginning of Time
Should be heavily edited and released as a 15 or 20  minute program. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Solar Superstorms: Journey to the Center of the Sun
" For instance, who would have thought that one of its moons is bigger than Mars? ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma
Just the facts! ,Positive,Engagement with Film,['Positive' 'Positive' 'Neutral'],['Engagement with Film' 'Shift in Knowledge' 'Not applicable'],1,Solar Superstorms: Journey to the Center of the Sun
"I knew nature is complex, that the sun is no camfire, that it's infuence reaches far beyond, but for once I had  it digested. ",Positive,Shift in Knowledge,['Positive' 'Neutral' 'Positive'],['Shift in Knowledge' 'Not applicable' 'Shift in Knowledge'],1,Solar Superstorms: Journey to the Center of the Sun
"Even the addition of a few ""Hurricane Nails"" (ring shank nails) to accessible joints can also help improve structure survive-ability in a retro-fit. ",Positive,Shift in Knowledge,['Neutral' 'Positive' 'Positive'],['Impersonal Report' 'Shift in Knowledge' 'Interest with Science Topic'],1,SuperTornado: Anatomy of a Megadisaster
